1	chr1
QNVO02000814.1	chrUn_NW_021160675v1
QNVO02000818.1	chrUn_NW_021160679v1
QNVO02000806.1	chrUn_NW_021160667v1
QNVO02000805.1	chrUn_NW_021160666v1
QNVO02000813.1	chrUn_NW_021160674v1
QNVO02000817.1	chrUn_NW_021160678v1
QNVO02000931.1	chrUn_NW_021160792v1
QNVO02000826.1	chrUn_NW_021160687v1
QNVO02000821.1	chrUn_NW_021160682v1
QNVO02000810.1	chrUn_NW_021160671v1
QNVO02000819.1	chrUn_NW_021160680v1
QNVO02000808.1	chrUn_NW_021160669v1
QNVO02000803.1	chrUn_NW_021160664v1
QNVO02000812.1	chrUn_NW_021160673v1
QNVO02000792.1	chrUn_NW_021160653v1
QNVO02000804.1	chrUn_NW_021160665v1
QNVO02000828.1	chrUn_NW_021160689v1
QNVO02000794.1	chrUn_NW_021160655v1
QNVO02000802.1	chrUn_NW_021160663v1
QNVO02000782.1	chrUn_NW_021160643v1
QNVO02000798.1	chrUn_NW_021160659v1
QNVO02000801.1	chrUn_NW_021160662v1
QNVO02002417.1	chrUn_NW_021162271v1
QNVO02000793.1	chrUn_NW_021160654v1
QNVO02000785.1	chrUn_NW_021160646v1
QNVO02000781.1	chrUn_NW_021160642v1
QNVO02000784.1	chrUn_NW_021160645v1
QNVO02000832.1	chrUn_NW_021160693v1
QNVO02000795.1	chrUn_NW_021160656v1
QNVO02000787.1	chrUn_NW_021160648v1
QNVO02000827.1	chrUn_NW_021160688v1
QNVO02000786.1	chrUn_NW_021160647v1
QNVO02000788.1	chrUn_NW_021160649v1
QNVO02000790.1	chrUn_NW_021160651v1
QNVO02000791.1	chrUn_NW_021160652v1
QNVO02000780.1	chrUn_NW_021160641v1
QNVO02000796.1	chrUn_NW_021160657v1
QNVO02000797.1	chrUn_NW_021160658v1
QNVO02000776.1	chrUn_NW_021160637v1
QNVO02000783.1	chrUn_NW_021160644v1
QNVO02000773.1	chrUn_NW_021160634v1
QNVO02002416.1	chrUn_NW_021162270v1
QNVO02000777.1	chrUn_NW_021160638v1
QNVO02000779.1	chrUn_NW_021160640v1
QNVO02000775.1	chrUn_NW_021160636v1
QNVO02000769.1	chrUn_NW_021160630v1
QNVO02000774.1	chrUn_NW_021160635v1
QNVO02000770.1	chrUn_NW_021160631v1
QNVO02000761.1	chrUn_NW_021160622v1
QNVO02000758.1	chrUn_NW_021160619v1
QNVO02000771.1	chrUn_NW_021160632v1
QNVO02000772.1	chrUn_NW_021160633v1
QNVO02000739.1	chrUn_NW_021160603v1
QNVO02000768.1	chrUn_NW_021160629v1
QNVO02000753.1	chrUn_NW_021160614v1
QNVO02000765.1	chrUn_NW_021160626v1
QNVO02000751.1	chrUn_NW_021160612v1
QNVO02000759.1	chrUn_NW_021160620v1
QNVO02000757.1	chrUn_NW_021160618v1
QNVO02000764.1	chrUn_NW_021160625v1
QNVO02000754.1	chrUn_NW_021160615v1
QNVO02000762.1	chrUn_NW_021160623v1
QNVO02000763.1	chrUn_NW_021160624v1
QNVO02000760.1	chrUn_NW_021160621v1
QNVO02002414.1	chrUn_NW_021162268v1
QNVO02000747.1	chrUn_NW_021160608v1
QNVO02000879.1	chrUn_NW_021160740v1
QNVO02000755.1	chrUn_NW_021160616v1
QNVO02000748.1	chrUn_NW_021160609v1
QNVO02000734.1	chrUn_NW_021160598v1
QNVO02000746.1	chrUn_NW_021160607v1
QNVO02000750.1	chrUn_NW_021160611v1
QNVO02000735.1	chrUn_NW_021160599v1
QNVO02000731.1	chrUn_NW_021160595v1
QNVO02000729.1	chrUn_NW_021160593v1
QNVO02001381.1	chrUn_NW_021161240v1
QNVO02000736.1	chrUn_NW_021160600v1
QNVO02000727.1	chrUn_NW_021160591v1
QNVO02000749.1	chrUn_NW_021160610v1
QNVO02000737.1	chrUn_NW_021160601v1
QNVO02000752.1	chrUn_NW_021160613v1
QNVO02000728.1	chrUn_NW_021160592v1
QNVO02000724.1	chrUn_NW_021160588v1
QNVO02000733.1	chrUn_NW_021160597v1
QNVO02000738.1	chrUn_NW_021160602v1
QNVO02002408.1	chrUn_NW_021162262v1
QNVO02000740.1	chrUn_NW_021160604v1
QNVO02000723.1	chrUn_NW_021160587v1
QNVO02000725.1	chrUn_NW_021160589v1
QNVO02000932.1	chrUn_NW_021160793v1
QNVO02000721.1	chrUn_NW_021160585v1
QNVO02000715.1	chrUn_NW_021160579v1
QNVO02000705.1	chrUn_NW_021160569v1
QNVO02000718.1	chrUn_NW_021160582v1
QNVO02000722.1	chrUn_NW_021160586v1
QNVO02000701.1	chrUn_NW_021160565v1
QNVO02000717.1	chrUn_NW_021160581v1
QNVO02000702.1	chrUn_NW_021160566v1
QNVO02002410.1	chrUn_NW_021162264v1
QNVO02000720.1	chrUn_NW_021160584v1
QNVO02000712.1	chrUn_NW_021160576v1
QNVO02000703.1	chrUn_NW_021160567v1
QNVO02000709.1	chrUn_NW_021160573v1
QNVO02000716.1	chrUn_NW_021160580v1
QNVO02000714.1	chrUn_NW_021160578v1
QNVO02000700.1	chrUn_NW_021160564v1
QNVO02000707.1	chrUn_NW_021160571v1
QNVO02000766.1	chrUn_NW_021160627v1
QNVO02000726.1	chrUn_NW_021160590v1
QNVO02000691.1	chrUn_NW_021160555v1
QNVO02000710.1	chrUn_NW_021160574v1
QNVO02000694.1	chrUn_NW_021160558v1
QNVO02000706.1	chrUn_NW_021160570v1
QNVO02001023.1	chrUn_NW_021160882v1
QNVO02000695.1	chrUn_NW_021160559v1
QNVO02002852.1	chrUn_NW_021162706v1
QNVO02000689.1	chrUn_NW_021160553v1
QNVO02000921.1	chrUn_NW_021160782v1
QNVO02000696.1	chrUn_NW_021160560v1
QNVO02000698.1	chrUn_NW_021160562v1
QNVO02000693.1	chrUn_NW_021160557v1
QNVO02000692.1	chrUn_NW_021160556v1
QNVO02000732.1	chrUn_NW_021160596v1
QNVO02000682.1	chrUn_NW_021160546v1
QNVO02000684.1	chrUn_NW_021160548v1
QNVO02000683.1	chrUn_NW_021160547v1
QNVO02000711.1	chrUn_NW_021160575v1
QNVO02000690.1	chrUn_NW_021160554v1
QNVO02000680.1	chrUn_NW_021160544v1
QNVO02000685.1	chrUn_NW_021160549v1
QNVO02000704.1	chrUn_NW_021160568v1
QNVO02000674.1	chrUn_NW_021160538v1
QNVO02000681.1	chrUn_NW_021160545v1
QNVO02000676.1	chrUn_NW_021160540v1
QNVO02000713.1	chrUn_NW_021160577v1
QNVO02000688.1	chrUn_NW_021160552v1
QNVO02000699.1	chrUn_NW_021160563v1
QNVO02000673.1	chrUn_NW_021160537v1
QNVO02000678.1	chrUn_NW_021160542v1
QNVO02000672.1	chrUn_NW_021160536v1
QNVO02000666.1	chrUn_NW_021160530v1
QNVO02000663.1	chrUn_NW_021160527v1
QNVO02000671.1	chrUn_NW_021160535v1
QNVO02000667.1	chrUn_NW_021160531v1
QNVO02000677.1	chrUn_NW_021160541v1
QNVO02000660.1	chrUn_NW_021160524v1
QNVO02000679.1	chrUn_NW_021160543v1
QNVO02000661.1	chrUn_NW_021160525v1
QNVO02000662.1	chrUn_NW_021160526v1
QNVO02001090.1	chrUn_NW_021160949v1
QNVO02000659.1	chrUn_NW_021160523v1
QNVO02000657.1	chrUn_NW_021160521v1
QNVO02000665.1	chrUn_NW_021160529v1
QNVO02000647.1	chrUn_NW_021160511v1
QNVO02000650.1	chrUn_NW_021160514v1
QNVO02000687.1	chrUn_NW_021160551v1
QNVO02000668.1	chrUn_NW_021160532v1
QNVO02000644.1	chrUn_NW_021160508v1
QNVO02000656.1	chrUn_NW_021160520v1
QNVO02000641.1	chrUn_NW_021160505v1
QNVO02000649.1	chrUn_NW_021160513v1
QNVO02000651.1	chrUn_NW_021160515v1
QNVO02000646.1	chrUn_NW_021160510v1
QNVO02000639.1	chrUn_NW_021160503v1
QNVO02000645.1	chrUn_NW_021160509v1
QNVO02000658.1	chrUn_NW_021160522v1
QNVO02000670.1	chrUn_NW_021160534v1
QNVO02000654.1	chrUn_NW_021160518v1
QNVO02000626.1	chrUn_NW_021160492v1
QNVO02000648.1	chrUn_NW_021160512v1
QNVO02000652.1	chrUn_NW_021160516v1
QNVO02000638.1	chrUn_NW_021160502v1
QNVO02002396.1	chrUn_NW_021162250v1
QNVO02000627.1	chrUn_NW_021160493v1
QNVO02000636.1	chrUn_NW_021160500v1
QNVO02000637.1	chrUn_NW_021160501v1
QNVO02000635.1	chrUn_NW_021160499v1
QNVO02000632.1	chrUn_NW_021160496v1
QNVO02000643.1	chrUn_NW_021160507v1
QNVO02000625.1	chrUn_NW_021160491v1
QNVO02000634.1	chrUn_NW_021160498v1
QNVO02000620.1	chrUn_NW_021160486v1
QNVO02000615.1	chrUn_NW_021160481v1
QNVO02000623.1	chrUn_NW_021160489v1
QNVO02000640.1	chrUn_NW_021160504v1
QNVO02000624.1	chrUn_NW_021160490v1
QNVO02000597.1	chrUn_NW_021160463v1
QNVO02000619.1	chrUn_NW_021160485v1
QNVO02000621.1	chrUn_NW_021160487v1
QNVO02000595.1	chrUn_NW_021160461v1
QNVO02000618.1	chrUn_NW_021160484v1
QNVO02000599.1	chrUn_NW_021160465v1
QNVO02000622.1	chrUn_NW_021160488v1
QNVO02000613.1	chrUn_NW_021160479v1
QNVO02000607.1	chrUn_NW_021160473v1
QNVO02000697.1	chrUn_NW_021160561v1
QNVO02000616.1	chrUn_NW_021160482v1
QNVO02000608.1	chrUn_NW_021160474v1
QNVO02000604.1	chrUn_NW_021160470v1
QNVO02000609.1	chrUn_NW_021160475v1
QNVO02000614.1	chrUn_NW_021160480v1
QNVO02000605.1	chrUn_NW_021160471v1
QNVO02000612.1	chrUn_NW_021160478v1
QNVO02000610.1	chrUn_NW_021160476v1
QNVO02000603.1	chrUn_NW_021160469v1
QNVO02000767.1	chrUn_NW_021160628v1
QNVO02000598.1	chrUn_NW_021160464v1
QNVO02000585.1	chrUn_NW_021160451v1
QNVO02000596.1	chrUn_NW_021160462v1
QNVO02000581.1	chrUn_NW_021160447v1
QNVO02000590.1	chrUn_NW_021160456v1
QNVO02000976.1	chrUn_NW_021160835v1
QNVO02000593.1	chrUn_NW_021160459v1
QNVO02001384.1	chrUn_NW_021161243v1
QNVO02000578.1	chrUn_NW_021160444v1
QNVO02000583.1	chrUn_NW_021160449v1
QNVO02000580.1	chrUn_NW_021160446v1
QNVO02000586.1	chrUn_NW_021160452v1
QNVO02000579.1	chrUn_NW_021160445v1
QNVO02000587.1	chrUn_NW_021160453v1
QNVO02000576.1	chrUn_NW_021160442v1
QNVO02001125.1	chrUn_NW_021160984v1
QNVO02000592.1	chrUn_NW_021160458v1
QNVO02000582.1	chrUn_NW_021160448v1
QNVO02000602.1	chrUn_NW_021160468v1
QNVO02000575.1	chrUn_NW_021160441v1
QNVO02000588.1	chrUn_NW_021160454v1
QNVO02000559.1	chrUn_NW_021160425v1
QNVO02000560.1	chrUn_NW_021160426v1
QNVO02000591.1	chrUn_NW_021160457v1
QNVO02000570.1	chrUn_NW_021160436v1
QNVO02002893.1	chrUn_NW_021162747v1
QNVO02000564.1	chrUn_NW_021160430v1
QNVO02000568.1	chrUn_NW_021160434v1
QNVO02000567.1	chrUn_NW_021160433v1
QNVO02000611.1	chrUn_NW_021160477v1
QNVO02000572.1	chrUn_NW_021160438v1
QNVO02000566.1	chrUn_NW_021160432v1
QNVO02000571.1	chrUn_NW_021160437v1
QNVO02000574.1	chrUn_NW_021160440v1
QNVO02000554.1	chrUn_NW_021160420v1
QNVO02000557.1	chrUn_NW_021160423v1
QNVO02000549.1	chrUn_NW_021160415v1
QNVO02000563.1	chrUn_NW_021160429v1
QNVO02000543.1	chrUn_NW_021160409v1
QNVO02000544.1	chrUn_NW_021160410v1
QNVO02000601.1	chrUn_NW_021160467v1
QNVO02000550.1	chrUn_NW_021160416v1
QNVO02002937.1	chrUn_NW_021162791v1
QNVO02000552.1	chrUn_NW_021160418v1
QNVO02000558.1	chrUn_NW_021160424v1
QNVO02000553.1	chrUn_NW_021160419v1
QNVO02000556.1	chrUn_NW_021160422v1
QNVO02000577.1	chrUn_NW_021160443v1
QNVO02000789.1	chrUn_NW_021160650v1
QNVO02000589.1	chrUn_NW_021160455v1
QNVO02000545.1	chrUn_NW_021160411v1
QNVO02000569.1	chrUn_NW_021160435v1
QNVO02000536.1	chrUn_NW_021160402v1
QNVO02000532.1	chrUn_NW_021160398v1
QNVO02000538.1	chrUn_NW_021160404v1
QNVO02000542.1	chrUn_NW_021160408v1
QNVO02000546.1	chrUn_NW_021160412v1
QNVO02000555.1	chrUn_NW_021160421v1
QNVO02000548.1	chrUn_NW_021160414v1
QNVO02000535.1	chrUn_NW_021160401v1
QNVO02000539.1	chrUn_NW_021160405v1
QNVO02000528.1	chrUn_NW_021160394v1
QNVO02000541.1	chrUn_NW_021160407v1
QNVO02000537.1	chrUn_NW_021160403v1
QNVO02000522.1	chrUn_NW_021160388v1
QNVO02000531.1	chrUn_NW_021160397v1
QNVO02000530.1	chrUn_NW_021160396v1
QNVO02003142.1	chrUn_NW_021162996v1
QNVO02000533.1	chrUn_NW_021160399v1
QNVO02003149.1	chrUn_NW_021163003v1
QNVO02003143.1	chrUn_NW_021162997v1
QNVO02000525.1	chrUn_NW_021160391v1
QNVO02000523.1	chrUn_NW_021160389v1
QNVO02000520.1	chrUn_NW_021160386v1
QNVO02000534.1	chrUn_NW_021160400v1
QNVO02000524.1	chrUn_NW_021160390v1
QNVO02003146.1	chrUn_NW_021163000v1
QNVO02000519.1	chrUn_NW_021160385v1
QNVO02003147.1	chrUn_NW_021163001v1
QNVO02000521.1	chrUn_NW_021160387v1
QNVO02003153.1	chrUn_NW_021163007v1
QNVO02000527.1	chrUn_NW_021160393v1
QNVO02003136.1	chrUn_NW_021162990v1
QNVO02003150.1	chrUn_NW_021163004v1
QNVO02003139.1	chrUn_NW_021162993v1
QNVO02003138.1	chrUn_NW_021162992v1
QNVO02003154.1	chrUn_NW_021163008v1
QNVO02003141.1	chrUn_NW_021162995v1
QNVO02003140.1	chrUn_NW_021162994v1
QNVO02003128.1	chrUn_NW_021162982v1
QNVO02003148.1	chrUn_NW_021163002v1
QNVO02000526.1	chrUn_NW_021160392v1
QNVO02003130.1	chrUn_NW_021162984v1
QNVO02002394.1	chrUn_NW_021162248v1
QNVO02003152.1	chrUn_NW_021163006v1
QNVO02003145.1	chrUn_NW_021162999v1
QNVO02003151.1	chrUn_NW_021163005v1
QNVO02003137.1	chrUn_NW_021162991v1
QNVO02003134.1	chrUn_NW_021162988v1
QNVO02003135.1	chrUn_NW_021162989v1
QNVO02003132.1	chrUn_NW_021162986v1
QNVO02003120.1	chrUn_NW_021162974v1
QNVO02003129.1	chrUn_NW_021162983v1
QNVO02000885.1	chrUn_NW_021160746v1
QNVO02003121.1	chrUn_NW_021162975v1
QNVO02003116.1	chrUn_NW_021162970v1
QNVO02003117.1	chrUn_NW_021162971v1
QNVO02003131.1	chrUn_NW_021162985v1
QNVO02003110.1	chrUn_NW_021162964v1
QNVO02003124.1	chrUn_NW_021162978v1
QNVO02003119.1	chrUn_NW_021162973v1
QNVO02003115.1	chrUn_NW_021162969v1
QNVO02003123.1	chrUn_NW_021162977v1
QNVO02000212.1	chr17_NW_021160349v1_random
QNVO02003118.1	chrUn_NW_021162972v1
QNVO02003114.1	chrUn_NW_021162968v1
QNVO02003106.1	chrUn_NW_021162960v1
QNVO02003113.1	chrUn_NW_021162967v1
QNVO02003111.1	chrUn_NW_021162965v1
QNVO02003127.1	chrUn_NW_021162981v1
QNVO02003109.1	chrUn_NW_021162963v1
QNVO02002404.1	chrUn_NW_021162258v1
QNVO02003104.1	chrUn_NW_021162958v1
QNVO02000584.1	chrUn_NW_021160450v1
QNVO02002747.1	chrUn_NW_021162601v1
QNVO02003105.1	chrUn_NW_021162959v1
QNVO02000565.1	chrUn_NW_021160431v1
QNVO02003103.1	chrUn_NW_021162957v1
QNVO02003093.1	chrUn_NW_021162947v1
QNVO02000547.1	chrUn_NW_021160413v1
QNVO02003095.1	chrUn_NW_021162949v1
QNVO02003099.1	chrUn_NW_021162953v1
QNVO02003096.1	chrUn_NW_021162950v1
QNVO02003014.1	chrUn_NW_021162868v1
QNVO02003102.1	chrUn_NW_021162956v1
QNVO02003100.1	chrUn_NW_021162954v1
QNVO02003101.1	chrUn_NW_021162955v1
QNVO02003094.1	chrUn_NW_021162948v1
QNVO02003125.1	chrUn_NW_021162979v1
QNVO02003098.1	chrUn_NW_021162952v1
QNVO02003089.1	chrUn_NW_021162943v1
QNVO02003097.1	chrUn_NW_021162951v1
QNVO02003086.1	chrUn_NW_021162940v1
QNVO02003087.1	chrUn_NW_021162941v1
QNVO02003085.1	chrUn_NW_021162939v1
QNVO02003079.1	chrUn_NW_021162933v1
QNVO02003107.1	chrUn_NW_021162961v1
QNVO02003108.1	chrUn_NW_021162962v1
QNVO02003090.1	chrUn_NW_021162944v1
QNVO02003065.1	chrUn_NW_021162919v1
QNVO02003077.1	chrUn_NW_021162931v1
QNVO02003088.1	chrUn_NW_021162942v1
QNVO02003074.1	chrUn_NW_021162928v1
QNVO02003078.1	chrUn_NW_021162932v1
QNVO02003081.1	chrUn_NW_021162935v1
QNVO02003068.1	chrUn_NW_021162922v1
QNVO02003071.1	chrUn_NW_021162925v1
QNVO02003073.1	chrUn_NW_021162927v1
QNVO02003084.1	chrUn_NW_021162938v1
QNVO02003076.1	chrUn_NW_021162930v1
QNVO02003075.1	chrUn_NW_021162929v1
QNVO02003083.1	chrUn_NW_021162937v1
QNVO02003062.1	chrUn_NW_021162916v1
QNVO02003072.1	chrUn_NW_021162926v1
QNVO02003064.1	chrUn_NW_021162918v1
QNVO02003066.1	chrUn_NW_021162920v1
QNVO02003055.1	chrUn_NW_021162909v1
QNVO02003061.1	chrUn_NW_021162915v1
QNVO02003053.1	chrUn_NW_021162907v1
QNVO02003060.1	chrUn_NW_021162914v1
QNVO02003067.1	chrUn_NW_021162921v1
QNVO02003059.1	chrUn_NW_021162913v1
QNVO02003063.1	chrUn_NW_021162917v1
QNVO02001677.1	chrUn_NW_021161536v1
QNVO02003057.1	chrUn_NW_021162911v1
QNVO02003056.1	chrUn_NW_021162910v1
QNVO02003051.1	chrUn_NW_021162905v1
QNVO02003052.1	chrUn_NW_021162906v1
QNVO02000562.1	chrUn_NW_021160428v1
QNVO02003045.1	chrUn_NW_021162899v1
QNVO02003035.1	chrUn_NW_021162889v1
QNVO02003050.1	chrUn_NW_021162904v1
QNVO02003092.1	chrUn_NW_021162946v1
QNVO02003043.1	chrUn_NW_021162897v1
QNVO02003048.1	chrUn_NW_021162902v1
QNVO02003044.1	chrUn_NW_021162898v1
QNVO02003042.1	chrUn_NW_021162896v1
QNVO02003034.1	chrUn_NW_021162888v1
QNVO02003070.1	chrUn_NW_021162924v1
QNVO02003049.1	chrUn_NW_021162903v1
QNVO02003040.1	chrUn_NW_021162894v1
QNVO02000606.1	chrUn_NW_021160472v1
QNVO02003037.1	chrUn_NW_021162891v1
QNVO02000719.1	chrUn_NW_021160583v1
QNVO02003032.1	chrUn_NW_021162886v1
QNVO02003029.1	chrUn_NW_021162883v1
QNVO02003033.1	chrUn_NW_021162887v1
QNVO02003028.1	chrUn_NW_021162882v1
QNVO02003054.1	chrUn_NW_021162908v1
QNVO02003039.1	chrUn_NW_021162893v1
QNVO02003023.1	chrUn_NW_021162877v1
QNVO02003038.1	chrUn_NW_021162892v1
QNVO02003026.1	chrUn_NW_021162880v1
QNVO02003030.1	chrUn_NW_021162884v1
QNVO02003017.1	chrUn_NW_021162871v1
QNVO02003020.1	chrUn_NW_021162874v1
QNVO02003027.1	chrUn_NW_021162881v1
QNVO02003019.1	chrUn_NW_021162873v1
QNVO02003031.1	chrUn_NW_021162885v1
QNVO02003024.1	chrUn_NW_021162878v1
QNVO02003018.1	chrUn_NW_021162872v1
QNVO02003022.1	chrUn_NW_021162876v1
QNVO02003069.1	chrUn_NW_021162923v1
QNVO02003010.1	chrUn_NW_021162864v1
QNVO02000686.1	chrUn_NW_021160550v1
QNVO02003007.1	chrUn_NW_021162861v1
QNVO02003082.1	chrUn_NW_021162936v1
QNVO02003001.1	chrUn_NW_021162855v1
QNVO02003013.1	chrUn_NW_021162867v1
QNVO02003012.1	chrUn_NW_021162866v1
QNVO02003005.1	chrUn_NW_021162859v1
QNVO02003008.1	chrUn_NW_021162862v1
QNVO02003015.1	chrUn_NW_021162869v1
QNVO02003009.1	chrUn_NW_021162863v1
QNVO02003006.1	chrUn_NW_021162860v1
QNVO02003011.1	chrUn_NW_021162865v1
QNVO02003046.1	chrUn_NW_021162900v1
QNVO02003002.1	chrUn_NW_021162856v1
QNVO02003000.1	chrUn_NW_021162854v1
QNVO02002999.1	chrUn_NW_021162853v1
QNVO02003004.1	chrUn_NW_021162858v1
QNVO02002993.1	chrUn_NW_021162847v1
QNVO02002994.1	chrUn_NW_021162848v1
QNVO02002998.1	chrUn_NW_021162852v1
QNVO02003016.1	chrUn_NW_021162870v1
QNVO02002991.1	chrUn_NW_021162845v1
QNVO02002995.1	chrUn_NW_021162849v1
QNVO02002989.1	chrUn_NW_021162843v1
QNVO02002990.1	chrUn_NW_021162844v1
QNVO02002986.1	chrUn_NW_021162840v1
QNVO02002401.1	chrUn_NW_021162255v1
QNVO02002985.1	chrUn_NW_021162839v1
QNVO02002988.1	chrUn_NW_021162842v1
QNVO02002996.1	chrUn_NW_021162850v1
QNVO02003041.1	chrUn_NW_021162895v1
QNVO02002987.1	chrUn_NW_021162841v1
QNVO02000561.1	chrUn_NW_021160427v1
QNVO02002982.1	chrUn_NW_021162836v1
QNVO02002984.1	chrUn_NW_021162838v1
QNVO02002983.1	chrUn_NW_021162837v1
QNVO02002976.1	chrUn_NW_021162830v1
QNVO02003021.1	chrUn_NW_021162875v1
QNVO02002980.1	chrUn_NW_021162834v1
QNVO02002978.1	chrUn_NW_021162832v1
QNVO02002974.1	chrUn_NW_021162828v1
QNVO02000594.1	chrUn_NW_021160460v1
QNVO02002997.1	chrUn_NW_021162851v1
QNVO02002977.1	chrUn_NW_021162831v1
QNVO02002973.1	chrUn_NW_021162827v1
QNVO02002952.1	chrUn_NW_021162806v1
QNVO02002975.1	chrUn_NW_021162829v1
QNVO02002979.1	chrUn_NW_021162833v1
QNVO02002971.1	chrUn_NW_021162825v1
QNVO02002969.1	chrUn_NW_021162823v1
QNVO02002964.1	chrUn_NW_021162818v1
QNVO02002951.1	chrUn_NW_021162805v1
QNVO02002968.1	chrUn_NW_021162822v1
QNVO02002958.1	chrUn_NW_021162812v1
QNVO02002956.1	chrUn_NW_021162810v1
QNVO02002946.1	chrUn_NW_021162800v1
QNVO02002965.1	chrUn_NW_021162819v1
QNVO02000889.1	chrUn_NW_021160750v1
QNVO02002961.1	chrUn_NW_021162815v1
QNVO02002947.1	chrUn_NW_021162801v1
QNVO02002941.1	chrUn_NW_021162795v1
QNVO02002940.1	chrUn_NW_021162794v1
QNVO02002963.1	chrUn_NW_021162817v1
QNVO02002962.1	chrUn_NW_021162816v1
QNVO02002967.1	chrUn_NW_021162821v1
QNVO02002953.1	chrUn_NW_021162807v1
QNVO02002944.1	chrUn_NW_021162798v1
QNVO02002957.1	chrUn_NW_021162811v1
QNVO02002945.1	chrUn_NW_021162799v1
QNVO02002949.1	chrUn_NW_021162803v1
QNVO02002955.1	chrUn_NW_021162809v1
QNVO02002942.1	chrUn_NW_021162796v1
QNVO02002932.1	chrUn_NW_021162786v1
QNVO02002943.1	chrUn_NW_021162797v1
QNVO02002938.1	chrUn_NW_021162792v1
QNVO02002950.1	chrUn_NW_021162804v1
QNVO02002954.1	chrUn_NW_021162808v1
QNVO02002936.1	chrUn_NW_021162790v1
QNVO02000990.1	chrUn_NW_021160849v1
QNVO02002933.1	chrUn_NW_021162787v1
QNVO02002931.1	chrUn_NW_021162785v1
QNVO02002934.1	chrUn_NW_021162788v1
QNVO02002972.1	chrUn_NW_021162826v1
QNVO02002966.1	chrUn_NW_021162820v1
QNVO02002935.1	chrUn_NW_021162789v1
QNVO02002960.1	chrUn_NW_021162814v1
QNVO02002923.1	chrUn_NW_021162777v1
QNVO02002927.1	chrUn_NW_021162781v1
QNVO02002924.1	chrUn_NW_021162778v1
QNVO02002916.1	chrUn_NW_021162770v1
QNVO02002909.1	chrUn_NW_021162763v1
QNVO02002922.1	chrUn_NW_021162776v1
QNVO02002918.1	chrUn_NW_021162772v1
QNVO02002913.1	chrUn_NW_021162767v1
QNVO02002919.1	chrUn_NW_021162773v1
QNVO02002267.1	chrUn_NW_021162121v1
QNVO02002912.1	chrUn_NW_021162766v1
QNVO02002911.1	chrUn_NW_021162765v1
QNVO02002917.1	chrUn_NW_021162771v1
QNVO02002908.1	chrUn_NW_021162762v1
QNVO02002921.1	chrUn_NW_021162775v1
QNVO02002920.1	chrUn_NW_021162774v1
QNVO02002930.1	chrUn_NW_021162784v1
QNVO02002910.1	chrUn_NW_021162764v1
QNVO02002905.1	chrUn_NW_021162759v1
QNVO02002906.1	chrUn_NW_021162760v1
QNVO02002925.1	chrUn_NW_021162779v1
QNVO02002900.1	chrUn_NW_021162754v1
QNVO02002902.1	chrUn_NW_021162756v1
QNVO02002907.1	chrUn_NW_021162761v1
QNVO02002385.1	chrUn_NW_021162239v1
QNVO02002929.1	chrUn_NW_021162783v1
QNVO02002901.1	chrUn_NW_021162755v1
QNVO02002895.1	chrUn_NW_021162749v1
QNVO02002928.1	chrUn_NW_021162782v1
QNVO02002899.1	chrUn_NW_021162753v1
QNVO02002903.1	chrUn_NW_021162757v1
QNVO02002898.1	chrUn_NW_021162752v1
QNVO02002894.1	chrUn_NW_021162748v1
QNVO02002892.1	chrUn_NW_021162746v1
QNVO02002884.1	chrUn_NW_021162738v1
QNVO02002889.1	chrUn_NW_021162743v1
QNVO02002883.1	chrUn_NW_021162737v1
QNVO02002876.1	chrUn_NW_021162730v1
QNVO02002873.1	chrUn_NW_021162727v1
QNVO02002886.1	chrUn_NW_021162740v1
QNVO02002887.1	chrUn_NW_021162741v1
QNVO02002897.1	chrUn_NW_021162751v1
QNVO02002879.1	chrUn_NW_021162733v1
QNVO02002882.1	chrUn_NW_021162736v1
QNVO02002875.1	chrUn_NW_021162729v1
QNVO02002878.1	chrUn_NW_021162732v1
QNVO02002880.1	chrUn_NW_021162734v1
QNVO02002914.1	chrUn_NW_021162768v1
QNVO02002869.1	chrUn_NW_021162723v1
QNVO02002870.1	chrUn_NW_021162724v1
QNVO02002896.1	chrUn_NW_021162750v1
QNVO02002872.1	chrUn_NW_021162726v1
QNVO02002800.1	chrUn_NW_021162654v1
QNVO02002881.1	chrUn_NW_021162735v1
QNVO02002864.1	chrUn_NW_021162718v1
QNVO02002861.1	chrUn_NW_021162715v1
QNVO02002867.1	chrUn_NW_021162721v1
QNVO02002890.1	chrUn_NW_021162744v1
QNVO02002866.1	chrUn_NW_021162720v1
QNVO02002862.1	chrUn_NW_021162716v1
QNVO02001437.1	chrUn_NW_021161296v1
QNVO02002863.1	chrUn_NW_021162717v1
QNVO02002868.1	chrUn_NW_021162722v1
QNVO02002871.1	chrUn_NW_021162725v1
QNVO02002865.1	chrUn_NW_021162719v1
QNVO02002858.1	chrUn_NW_021162712v1
QNVO02002874.1	chrUn_NW_021162728v1
QNVO02002992.1	chrUn_NW_021162846v1
QNVO02002855.1	chrUn_NW_021162709v1
QNVO02002859.1	chrUn_NW_021162713v1
QNVO02002851.1	chrUn_NW_021162705v1
QNVO02002885.1	chrUn_NW_021162739v1
QNVO02002847.1	chrUn_NW_021162701v1
QNVO02002853.1	chrUn_NW_021162707v1
QNVO02002857.1	chrUn_NW_021162711v1
QNVO02002888.1	chrUn_NW_021162742v1
QNVO02002854.1	chrUn_NW_021162708v1
